date,loca,avg,min,max
2006-03,108,5.2,0.9,17.2
2006-04,108,11.6,7.7,22.2
2006-05,108,18.4,14,28.3
2006-06,108,21.8,18.1,32.4
2006-07,108,23.1,20.9,30.1
2006-08,108,27,23.9,34.7
2006-09,108,21.1,16.9,30.3
2006-10,108,17.9,13.9,27.5
2006-11,108,8.4,4.5,20.2
2006-12,108,1.4,-2,12.6
2007-01,108,0.4,-2.8,11.8
2007-02,108,4,0.1,14.8
2007-03,108,6.1,2.3,16.2
2007-04,108,11.4,7.5,22.5
2007-05,108,18.1,13.6,30.1
2007-06,108,23.2,19.2,33.2
2007-07,108,24.2,21.3,31.2
2007-08,108,26.5,23.8,33.2
2007-09,108,21.5,18.6,31.1
2007-10,108,15.1,11.3,26.2
2007-11,108,6.7,2.8,19.3
2007-12,108,1.8,-1.4,13.8
2008-01,108,-1.7,-5,7.3
2008-02,108,-1.2,-4.9,10.5
2008-03,108,7.3,3.7,19.8
2008-04,108,14.1,9.3,28
2008-05,108,17.7,13.1,28.5
2008-06,108,21.5,17.6,29.6
2008-07,108,25.1,22.6,32.9
2008-08,108,25.3,21.8,35.4
2008-09,108,22,18,32
2008-10,108,16.1,12.1,28.3
2008-11,108,7.6,3.8,18.4
2008-12,108,1.1,-2.7,13.3
2009-01,108,-2,-5.5,12.2
2009-02,108,2.9,-0.6,16.1
2009-03,108,6,1.8,22.2
2009-04,108,12.7,8.1,25.8
2009-05,108,19.1,14.6,31
2009-06,108,22.4,18.8,32.4
2009-07,108,24.3,21,32.4
2009-08,108,25.7,22.4,34.4
2009-09,108,21.8,17.7,29.9
2009-10,108,16,11.7,26.4
2009-11,108,6.9,3.7,21.8
2009-12,108,-1,-4.2,10.1
2010-01,108,-4.5,-8.1,8.4
2010-02,108,1.4,-1.7,17.9
2010-03,108,4.3,0.5,14.2
2010-04,108,9.5,5.6,20.7
2010-05,108,17.2,13,28.6
2010-06,108,23.4,19.3,32.7
2010-07,108,25.8,23.1,32.3
2010-08,108,26.5,23.8,33.8
2010-09,108,21.8,18.5,31.4
2010-10,108,14.5,10.4,24.2
2010-11,108,6.5,2.5,17.4
2010-12,108,-1.3,-5.1,13.5
2011-01,108,-7.2,-10.5,0.3
2011-02,108,1.2,-2.5,13.2
2011-03,108,3.6,-0.1,16.8
2011-04,108,10.7,6.8,19
2011-05,108,17.9,13.6,31.2
2011-06,108,22,18.4,32.9
2011-07,108,24.6,22,34.1
2011-08,108,25.8,23,34.1
2011-09,108,21.8,17.7,32.4
2011-10,108,14.2,9.7,23.4
2011-11,108,10.7,7.2,25.9
2011-12,108,-0.9,-4.1,9.1
2012-01,108,-2.8,-6.3,8.4
2012-02,108,-2,-6,12.1
2012-03,108,5.1,1.5,16.2
2012-04,108,12.3,7.8,29.4
2012-05,108,19.7,15.4,29.3
2012-06,108,24.1,20,33.5
2012-07,108,25.4,22.4,33.2
2012-08,108,27.1,23.9,36.7
2012-09,108,21,17.4,29.5
2012-10,108,15.3,11,26
2012-11,108,5.5,1.8,15.7
2012-12,108,-4.1,-7.4,8.3
2013-01,108,-3.4,-6.6,11.5
2013-02,108,-1.2,-4.9,13.9
2013-03,108,5.1,0.7,23.8
2013-04,108,10,5.7,21.6
2013-05,108,18.2,13.7,31.8
2013-06,108,24.4,20.5,32.6
2013-07,108,25.5,23.4,31.3
2013-08,108,27.7,24.8,33.9
2013-09,108,21.8,18,31.1
2013-10,108,15.8,10.9,28.1
2013-11,108,6.2,2.1,20.7
2013-12,108,-0.2,-3.5,11
2014-01,108,-0.7,-4.9,8.2
2014-02,108,1.9,-1.8,16.4
2014-03,108,7.9,3.5,23.8
2014-04,108,14,9.4,26.2
2014-05,108,18.9,13.8,33.3
2014-06,108,23.1,19.7,31.1
2014-07,108,26.1,22.9,34.4
2014-08,108,25.2,22.1,35.8
2014-09,108,22.1,18,31.3
2014-10,108,15.6,10.7,29
2014-11,108,9,4.9,22.9
2014-12,108,-2.9,-6.7,7.9
2015-01,108,-0.9,-4.8,9
2015-02,108,1,-2.9,13
2015-03,108,6.3,1,21.9
2015-04,108,13.3,8.4,28.3
2015-05,108,18.9,13.6,32.2
2015-06,108,23.6,18.9,34.9
2015-07,108,25.8,22.6,36
2015-08,108,26.3,22.8,34.4
2015-09,108,22.4,17.5,31
2015-10,108,15.5,10.8,26.6
2015-11,108,8.9,5.9,21
2015-12,108,1.6,-2.1,12.2
2016-01,108,-3.2,-6.8,9.5
2016-02,108,0.2,-4.1,14.4
2016-03,108,7,2.4,21.4
2016-04,108,14.1,9.1,29.6
2016-05,108,19.6,14.1,31.9
2016-06,108,23.6,19.5,32.2
2016-07,108,26.2,23.3,34.1
2016-08,108,28,24.5,36.6
2016-09,108,23.1,19.3,31.1
2016-10,108,16.1,11.6,29
2016-11,108,6.8,2.8,18.6
2016-12,108,1.2,-2.7,13.6
2017-01,108,-1.8,-5.8,11.4
2017-02,108,-0.2,-4.7,12.3
2017-03,108,6.3,1.7,18.9
2017-04,108,13.9,9.1,27.8
2017-05,108,19.5,14.4,30.3
2017-06,108,23.3,18.7,34.1
2017-07,108,26.9,24.3,35.4
2017-08,108,25.9,22.9,35.3
2017-09,108,22.1,17.5,31.4
2017-10,108,16.4,11.6,29.4
2017-11,108,5.6,1.3,18.4
2017-12,108,-1.9,-5.7,8.7
2018-01,108,-4,-7.3,8.7
2018-02,108,-1.6,-5.9,10.4
2018-03,108,8.1,3.8,22.1
2018-04,108,13,8.1,26.3
2018-05,108,18.2,13.4,29.6
2018-06,108,23.1,18.9,32.9
2018-07,108,27.8,24.2,38.3
2018-08,108,28.8,25.2,39.6
2018-09,108,21.5,17.6,30.9
2018-10,108,13.1,8.5,25.6
2018-11,108,7.8,3.6,19.4
2018-12,108,-0.6,-4.7,13.5
2019-01,108,-0.9,-5.1,8.5
2019-02,108,1,-3.2,14.5
2019-03,108,7.1,2.7,17.6
2019-04,108,12.1,7.2,28.2
2019-05,108,19.4,13.7,33.4
2019-06,108,22.5,18.1,32.8
2019-07,108,25.9,22.7,36.1
2019-08,108,27.2,23.6,36.8
2019-09,108,22.6,19,30.5
2019-10,108,16.4,11.8,28.2
2019-11,108,7.6,3.1,22.1
2019-12,108,1.4,-2.6,12.9
2020-01,108,1.6,-1.7,11.9
2020-02,108,2.5,-1.3,15.6
2020-03,108,7.7,2.6,20.6
2020-04,108,11.1,6.3,23.8
2020-05,108,18,13.7,30
2020-06,108,23.9,19.9,35.4
2020-07,108,24.1,21.1,32.9
2020-08,108,26.5,24.4,34.5
2020-09,108,21.4,18,29.5
2020-10,108,14.3,9.6,23.6
2020-11,108,8,4,20
2020-12,108,-0.3,-4.2,11.4
2021-01,108,-2.4,-6.8,13.9
2021-02,108,2.7,-2.2,17.4
2021-03,108,9,4.3,22.9
2021-04,108,14.2,9.5,28.2
2021-05,108,17.1,12.8,30.8
2021-06,108,22.8,18.9,31.6
2021-07,108,28.1,24.6,36.5
2021-08,108,25.9,22.8,33.7
2021-09,108,22.6,18.8,30.3
2021-10,108,15.6,11.6,28.8
2021-11,108,8.2,4,21.3
2021-12,108,0.6,-3.5,13.3
2022-01,108,-2.2,-6.2,8.4
2022-02,108,-1.1,-5.3,11.5
2022-03,108,7.7,3.2,19.5
2022-04,108,14.8,10,28.7
2022-05,108,19.1,13.9,30.7
2022-06,108,23.3,19.8,32.7
2022-07,108,27.3,24.2,36.1
2022-08,108,25.7,23.1,32.9
2022-09,108,,,30.8
